epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
67,5998.56,1.02543,0.56623,0.99278,0.91749,0.86385,0.93422,0.65819,1.15242,0.54145,0.93218,0.0086932,0.0086932,0.0086932
68,6085.94,1.02747,0.56633,0.99829,0.90724,0.86777,0.93465,0.65797,1.15129,0.541,0.93175,0.0086734,0.0086734,0.0086734
69,6174.81,1.01682,0.56334,0.99362,0.91058,0.86869,0.93473,0.65771,1.14955,0.53962,0.93119,0.0086536,0.0086536,0.0086536
70,6264.19,1.02072,0.56156,0.99027,0.90997,0.86883,0.93441,0.65821,1.14723,0.53847,0.93056,0.0086338,0.0086338,0.0086338
71,6353.94,1.01755,0.56065,0.99408,0.9079,0.87461,0.93487,0.65963,1.14526,0.53771,0.9301,0.008614,0.008614,0.008614
72,6443.79,1.01514,0.55953,0.99288,0.90429,0.87776,0.93515,0.66004,1.14332,0.53653,0.92948,0.0085942,0.0085942,0.0085942
73,6532.8,1.01888,0.55914,0.99133,0.90194,0.87772,0.93493,0.66116,1.14186,0.53552,0.92913,0.0085744,0.0085744,0.0085744
74,6622.2,1.0125,0.55204,0.99188,0.90461,0.87815,0.93526,0.66185,1.14093,0.53436,0.92875,0.0085546,0.0085546,0.0085546
75,6710.1,1.00554,0.55149,0.98924,0.90616,0.87737,0.93553,0.66249,1.13944,0.53307,0.9284,0.0085348,0.0085348,0.0085348
76,6798.48,1.01573,0.55596,0.9924,0.90547,0.87855,0.93551,0.66392,1.13823,0.53204,0.92823,0.008515,0.008515,0.008515
77,6886.72,1.00177,0.54555,0.98704,0.9062,0.87776,0.93537,0.66477,1.13631,0.5317,0.92762,0.0084952,0.0084952,0.0084952
78,6975.06,1.00882,0.54982,0.98885,0.90361,0.87934,0.9351,0.66519,1.13483,0.53105,0.92727,0.0084754,0.0084754,0.0084754
79,7063.34,1.00897,0.55443,0.98985,0.90179,0.87986,0.93516,0.66557,1.13387,0.53009,0.92691,0.0084556,0.0084556,0.0084556
80,7151.41,1.00614,0.54783,0.98597,0.90258,0.87894,0.93561,0.66612,1.13275,0.52879,0.92668,0.0084358,0.0084358,0.0084358
81,7239.7,1.00274,0.54554,0.9894,0.90097,0.87855,0.93576,0.66639,1.13089,0.52832,0.92626,0.008416,0.008416,0.008416
82,7327.14,0.9974,0.54415,0.986,0.90242,0.87887,0.93604,0.66676,1.12955,0.52758,0.92598,0.0083962,0.0083962,0.0083962
83,7414.26,1.00164,0.54807,0.98581,0.90151,0.88063,0.93626,0.6681,1.12818,0.52655,0.92548,0.0083764,0.0083764,0.0083764
84,7502.12,0.99428,0.5468,0.98844,0.90098,0.88261,0.93665,0.66873,1.12561,0.52589,0.92487,0.0083566,0.0083566,0.0083566
85,7589.97,0.99585,0.54019,0.98381,0.90264,0.88289,0.93733,0.66926,1.12448,0.52463,0.92469,0.0083368,0.0083368,0.0083368
86,7677.54,0.99582,0.53782,0.9834,0.9034,0.88506,0.93775,0.66963,1.12305,0.5237,0.92427,0.008317,0.008317,0.008317
87,7764.82,0.99949,0.54265,0.98635,0.90287,0.88446,0.93808,0.66973,1.12179,0.52233,0.92389,0.0082972,0.0082972,0.0082972
88,7852.07,0.99266,0.5377,0.98328,0.90379,0.88328,0.93806,0.67039,1.11968,0.52057,0.92342,0.0082774,0.0082774,0.0082774
89,7940.6,0.99834,0.54531,0.98625,0.90475,0.88328,0.93884,0.67098,1.118,0.51973,0.92308,0.0082576,0.0082576,0.0082576
90,8027.21,0.98821,0.53834,0.98186,0.90493,0.88368,0.93926,0.67141,1.11688,0.51926,0.92277,0.0082378,0.0082378,0.0082378
91,8114.76,0.99394,0.53865,0.98388,0.90526,0.88328,0.93947,0.67181,1.11556,0.51838,0.92238,0.008218,0.008218,0.008218
92,8202.37,0.98176,0.53223,0.97769,0.90609,0.88368,0.9392,0.67225,1.11346,0.51712,0.92183,0.0081982,0.0081982,0.0081982
93,8289.8,0.98499,0.53574,0.98266,0.90984,0.8821,0.93964,0.67261,1.11199,0.51573,0.92146,0.0081784,0.0081784,0.0081784
94,8377.52,0.98384,0.53021,0.98058,0.90667,0.88604,0.94077,0.67321,1.1101,0.51485,0.92087,0.0081586,0.0081586,0.0081586
95,8464.55,0.98114,0.53538,0.97946,0.90892,0.88644,0.94031,0.67336,1.10854,0.5142,0.9205,0.0081388,0.0081388,0.0081388
96,8551.44,0.98236,0.52795,0.98074,0.91071,0.88484,0.94048,0.67356,1.10694,0.51282,0.92,0.008119,0.008119,0.008119
97,8639.41,0.98567,0.53498,0.97886,0.91348,0.88289,0.94083,0.67437,1.10591,0.51196,0.91973,0.0080992,0.0080992,0.0080992
98,8726.74,0.98031,0.52797,0.97777,0.91402,0.88447,0.94132,0.67466,1.10458,0.51078,0.91936,0.0080794,0.0080794,0.0080794
99,8814.73,0.97483,0.52675,0.97774,0.91592,0.88368,0.94091,0.67538,1.10234,0.51003,0.9187,0.0080596,0.0080596,0.0080596
100,8902.61,0.9891,0.5328,0.97881,0.91662,0.88434,0.94117,0.67621,1.10075,0.50874,0.9183,0.0080398,0.0080398,0.0080398
101,8991.29,0.97338,0.52924,0.97977,0.91683,0.88671,0.94163,0.6764,1.09894,0.50747,0.91789,0.00802,0.00802,0.00802
102,9079.25,0.96939,0.52203,0.97679,0.91548,0.89261,0.94252,0.67704,1.09774,0.50629,0.91761,0.0080002,0.0080002,0.0080002
103,9165.97,0.96493,0.52333,0.9757,0.9161,0.89129,0.94208,0.67731,1.09607,0.50475,0.91725,0.0079804,0.0079804,0.0079804
104,9252.53,0.96628,0.52176,0.97717,0.91716,0.89353,0.94335,0.67726,1.09395,0.50363,0.91686,0.0079606,0.0079606,0.0079606
105,9340.38,0.97227,0.52278,0.97334,0.91551,0.89432,0.9429,0.67817,1.09299,0.50265,0.9166,0.0079408,0.0079408,0.0079408
106,9428.44,0.96627,0.5246,0.97257,0.91618,0.89511,0.94428,0.67901,1.091,0.50173,0.91621,0.007921,0.007921,0.007921
107,9517.9,0.96664,0.52184,0.97544,0.91675,0.89446,0.94398,0.68044,1.08872,0.50031,0.91574,0.0079012,0.0079012,0.0079012
108,9605.06,0.96822,0.52586,0.97173,0.91724,0.8959,0.94584,0.68159,1.08699,0.49914,0.91527,0.0078814,0.0078814,0.0078814
109,9693.15,0.96238,0.52434,0.97276,0.91576,0.8959,0.9449,0.68197,1.08514,0.49799,0.91476,0.0078616,0.0078616,0.0078616
110,9780.66,0.96962,0.52844,0.97428,0.91576,0.89432,0.94476,0.6821,1.08262,0.49654,0.91427,0.0078418,0.0078418,0.0078418
111,9868.64,0.95657,0.51682,0.9694,0.91613,0.89432,0.94481,0.68287,1.08051,0.49626,0.91387,0.007822,0.007822,0.007822
112,9955.88,0.96614,0.52111,0.97046,0.91764,0.89472,0.94541,0.68273,1.07908,0.49516,0.91339,0.0078022,0.0078022,0.0078022
113,10043,0.95946,0.51673,0.97206,0.91647,0.89472,0.94509,0.68342,1.07659,0.49434,0.91292,0.0077824,0.0077824,0.0077824
114,10130.1,0.95523,0.5148,0.9678,0.91698,0.89314,0.94507,0.68364,1.07511,0.49309,0.91261,0.0077626,0.0077626,0.0077626
115,10217.5,0.9555,0.51581,0.96884,0.91481,0.89511,0.94559,0.68507,1.0734,0.4923,0.91211,0.0077428,0.0077428,0.0077428
116,10305.6,0.95004,0.51234,0.96962,0.91646,0.89545,0.94529,0.68669,1.07117,0.49152,0.91168,0.007723,0.007723,0.007723
117,10392.8,0.94518,0.50815,0.96731,0.91586,0.89669,0.94571,0.68716,1.06951,0.49027,0.91139,0.0077032,0.0077032,0.0077032
118,10481.1,0.95778,0.51619,0.97067,0.91691,0.89639,0.94542,0.68751,1.0678,0.48933,0.91083,0.0076834,0.0076834,0.0076834
119,10568.9,0.93999,0.5053,0.96529,0.91781,0.89669,0.94672,0.68909,1.06575,0.48793,0.91036,0.0076636,0.0076636,0.0076636
120,10655.6,0.94484,0.51003,0.96997,0.9202,0.89866,0.94747,0.68955,1.06371,0.48668,0.90976,0.0076438,0.0076438,0.0076438
121,10744.1,0.94159,0.51368,0.96841,0.92055,0.9001,0.9484,0.68953,1.06159,0.48593,0.90939,0.007624,0.007624,0.007624
122,10831.2,0.95328,0.50783,0.96581,0.9213,0.9001,0.9476,0.69105,1.05937,0.48449,0.90881,0.0076042,0.0076042,0.0076042
123,10919.2,0.94209,0.50583,0.96693,0.9219,0.89984,0.94854,0.69124,1.05719,0.48289,0.90826,0.0075844,0.0075844,0.0075844
124,11007.6,0.94693,0.51013,0.96581,0.92117,0.90309,0.94946,0.6917,1.05496,0.48169,0.90781,0.0075646,0.0075646,0.0075646
125,11096.8,0.94727,0.50683,0.96098,0.92284,0.9026,0.94965,0.69229,1.05307,0.4799,0.90726,0.0075448,0.0075448,0.0075448
126,11183.3,0.9411,0.50899,0.96582,0.92374,0.9026,0.95014,0.69294,1.05117,0.47889,0.9067,0.007525,0.007525,0.007525
127,11272.6,0.93922,0.5045,0.96072,0.92296,0.90497,0.95012,0.69349,1.04883,0.47831,0.90619,0.0075052,0.0075052,0.0075052
128,11360.9,0.94413,0.50158,0.96614,0.92317,0.90339,0.95015,0.69414,1.04761,0.47792,0.90584,0.0074854,0.0074854,0.0074854
129,11448.7,0.93833,0.50348,0.96079,0.92326,0.90457,0.95023,0.69501,1.0449,0.47717,0.90523,0.0074656,0.0074656,0.0074656
130,11538.1,0.93805,0.50845,0.95915,0.92323,0.90573,0.94985,0.69542,1.0428,0.47587,0.90471,0.0074458,0.0074458,0.0074458
131,11626.4,0.94095,0.50363,0.96092,0.92332,0.90536,0.95024,0.69559,1.04109,0.47454,0.90412,0.007426,0.007426,0.007426
132,11713.3,0.93453,0.5021,0.96338,0.92339,0.90773,0.95059,0.69675,1.03922,0.4739,0.90362,0.0074062,0.0074062,0.0074062
133,11801.1,0.94039,0.50121,0.96247,0.92238,0.90902,0.95114,0.69784,1.03695,0.473,0.90304,0.0073864,0.0073864,0.0073864
134,11888.6,0.92778,0.49556,0.96162,0.9256,0.90753,0.95131,0.69842,1.03522,0.47191,0.90261,0.0073666,0.0073666,0.0073666
135,11977.1,0.94235,0.49642,0.96366,0.92506,0.9102,0.95138,0.69947,1.0332,0.47096,0.90206,0.0073468,0.0073468,0.0073468
136,12065.8,0.93164,0.49812,0.95825,0.92547,0.91207,0.95191,0.70034,1.03118,0.46986,0.90153,0.007327,0.007327,0.007327
137,12153.5,0.9302,0.49986,0.95809,0.92814,0.91128,0.95264,0.701,1.02913,0.46834,0.90106,0.0073072,0.0073072,0.0073072
138,12242.8,0.92461,0.49795,0.9549,0.92897,0.91167,0.95287,0.70217,1.02704,0.46711,0.90049,0.0072874,0.0072874,0.0072874
139,12329.6,0.92815,0.49693,0.95953,0.93156,0.91088,0.95227,0.70246,1.02566,0.46644,0.8999,0.0072676,0.0072676,0.0072676
140,12418.2,0.92538,0.49791,0.95994,0.93249,0.91167,0.95262,0.7036,1.02413,0.46507,0.89956,0.0072478,0.0072478,0.0072478
141,12508.4,0.93341,0.50646,0.96227,0.9338,0.91214,0.95352,0.7037,1.02264,0.46358,0.89918,0.007228,0.007228,0.007228
