epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
107,7818.57,1.18212,0.56485,0.89404,0.95555,0.92144,0.97534,0.67503,1.11703,0.49502,0.87651,0.006502,0.006502,0.006502
108,7891.01,1.18552,0.56634,0.89702,0.95396,0.92259,0.97571,0.67571,1.11575,0.49403,0.87626,0.006469,0.006469,0.006469
109,7965.79,1.17838,0.56056,0.89454,0.95325,0.92259,0.97579,0.67635,1.1139,0.49347,0.87595,0.006436,0.006436,0.006436
110,8039.07,1.17761,0.561,0.89398,0.95326,0.92288,0.97577,0.67721,1.1123,0.49234,0.87549,0.006403,0.006403,0.006403
111,8112.76,1.16789,0.55807,0.88813,0.9542,0.92288,0.97622,0.67773,1.11055,0.4913,0.87514,0.00637,0.00637,0.00637
112,8187.07,1.16151,0.55144,0.89069,0.95388,0.92345,0.97618,0.67814,1.10861,0.49012,0.8747,0.006337,0.006337,0.006337
113,8260.58,1.16358,0.55432,0.89112,0.95417,0.92345,0.97599,0.6787,1.10716,0.48903,0.87442,0.006304,0.006304,0.006304
114,8333.87,1.16274,0.55575,0.89314,0.95406,0.92296,0.9762,0.67935,1.10522,0.48818,0.87399,0.006271,0.006271,0.006271
115,8407.36,1.16923,0.55295,0.89428,0.95496,0.92388,0.97655,0.68007,1.10314,0.48724,0.8736,0.006238,0.006238,0.006238
116,8480.8,1.16398,0.55294,0.89281,0.95501,0.92503,0.97683,0.68128,1.10082,0.48593,0.87325,0.006205,0.006205,0.006205
117,8554.23,1.16465,0.55247,0.88808,0.95473,0.92503,0.97668,0.68169,1.09906,0.4848,0.87291,0.006172,0.006172,0.006172
118,8627.48,1.15121,0.54449,0.89236,0.95467,0.92546,0.97678,0.68244,1.09738,0.48367,0.87253,0.006139,0.006139,0.006139
119,8700.51,1.14319,0.54529,0.88756,0.95349,0.92575,0.97663,0.68325,1.09491,0.48256,0.87201,0.006106,0.006106,0.006106
120,8773.54,1.14257,0.53984,0.88963,0.95313,0.92703,0.97645,0.68348,1.0933,0.48137,0.87164,0.006073,0.006073,0.006073
121,8847.2,1.14545,0.54594,0.88741,0.95562,0.92546,0.9765,0.68431,1.09126,0.48043,0.87135,0.00604,0.00604,0.00604
122,8920.54,1.14341,0.53962,0.8897,0.95619,0.92546,0.97627,0.68504,1.08836,0.47934,0.87092,0.006007,0.006007,0.006007
123,8993.93,1.14355,0.54283,0.88643,0.95565,0.92603,0.97666,0.68545,1.08633,0.47814,0.87058,0.005974,0.005974,0.005974
124,9066.73,1.13058,0.53672,0.88557,0.95624,0.92713,0.97679,0.68637,1.08462,0.47724,0.8702,0.005941,0.005941,0.005941
125,9141.73,1.12947,0.53506,0.88584,0.95795,0.92752,0.97694,0.68704,1.08263,0.47614,0.86983,0.005908,0.005908,0.005908
126,9214.11,1.13394,0.53678,0.88419,0.9591,0.92784,0.97737,0.68847,1.08034,0.47485,0.86944,0.005875,0.005875,0.005875
127,9287.44,1.13368,0.53501,0.88403,0.95942,0.92855,0.97746,0.68883,1.07807,0.47396,0.86901,0.005842,0.005842,0.005842
128,9361.66,1.13112,0.52991,0.88466,0.9606,0.92956,0.97766,0.69022,1.07652,0.473,0.86863,0.005809,0.005809,0.005809
129,9434.05,1.12138,0.52933,0.88371,0.95944,0.92906,0.97774,0.69111,1.07428,0.47153,0.86825,0.005776,0.005776,0.005776
130,9507.18,1.11761,0.52861,0.88004,0.9589,0.92984,0.97802,0.69224,1.07179,0.47054,0.86778,0.005743,0.005743,0.005743
131,9581.89,1.10963,0.5268,0.88069,0.95893,0.93037,0.97816,0.69309,1.06971,0.46932,0.86733,0.00571,0.00571,0.00571
132,9654.93,1.11292,0.52767,0.87969,0.95972,0.93091,0.9784,0.69403,1.06745,0.46851,0.86682,0.005677,0.005677,0.005677
133,9729.06,1.10992,0.52388,0.88034,0.96051,0.93091,0.97841,0.69465,1.06526,0.46745,0.8664,0.005644,0.005644,0.005644
134,9802.87,1.10565,0.52292,0.88096,0.9607,0.93205,0.97858,0.69552,1.06293,0.46604,0.86602,0.005611,0.005611,0.005611
135,9876.7,1.11247,0.52483,0.88001,0.96054,0.93148,0.97809,0.69595,1.06094,0.46496,0.86564,0.005578,0.005578,0.005578
136,9950.53,1.10519,0.5218,0.88249,0.96128,0.93233,0.9783,0.69694,1.05899,0.46364,0.86528,0.005545,0.005545,0.005545
137,10023.6,1.10352,0.52069,0.87595,0.96219,0.9332,0.97891,0.69767,1.05663,0.46283,0.8648,0.005512,0.005512,0.005512
138,10097.1,1.10311,0.521,0.88111,0.96336,0.93435,0.97912,0.69874,1.05512,0.46143,0.86432,0.005479,0.005479,0.005479
139,10170.1,1.09306,0.51479,0.87678,0.96487,0.93435,0.97926,0.69939,1.05337,0.46024,0.86397,0.005446,0.005446,0.005446
140,10243.5,1.09245,0.519,0.87606,0.96547,0.93521,0.98008,0.69987,1.05064,0.45926,0.86353,0.005413,0.005413,0.005413
141,10317,1.08788,0.5125,0.87689,0.96432,0.93492,0.97983,0.70028,1.04823,0.45876,0.86308,0.00538,0.00538,0.00538
142,10391.1,1.09964,0.51672,0.87642,0.96491,0.93521,0.97998,0.70105,1.04594,0.45754,0.86267,0.005347,0.005347,0.005347
143,10464.1,1.09588,0.51534,0.87889,0.96578,0.93578,0.98012,0.70126,1.04341,0.45647,0.86217,0.005314,0.005314,0.005314
144,10536.7,1.08051,0.50656,0.8758,0.96669,0.93492,0.97954,0.70242,1.04087,0.45496,0.86183,0.005281,0.005281,0.005281
145,10609.5,1.08125,0.50841,0.87555,0.96469,0.93721,0.97969,0.70263,1.03856,0.45395,0.8614,0.005248,0.005248,0.005248
146,10684.6,1.08715,0.51416,0.87714,0.96501,0.93807,0.98034,0.70363,1.03649,0.45288,0.86102,0.005215,0.005215,0.005215
147,10757.8,1.08138,0.51392,0.87464,0.96348,0.93797,0.97987,0.70427,1.0347,0.45179,0.86057,0.005182,0.005182,0.005182
148,10831.1,1.07001,0.50297,0.87343,0.96446,0.93865,0.98094,0.70565,1.03241,0.45063,0.86023,0.005149,0.005149,0.005149
149,10905.6,1.0755,0.50676,0.8744,0.96499,0.93865,0.98117,0.70684,1.02999,0.44984,0.85985,0.005116,0.005116,0.005116
150,10978.4,1.07534,0.50526,0.87294,0.96441,0.93993,0.98124,0.70697,1.0281,0.4492,0.85943,0.005083,0.005083,0.005083
151,11051.1,1.0534,0.49499,0.86944,0.96468,0.93951,0.98127,0.70817,1.0256,0.44794,0.8591,0.00505,0.00505,0.00505
152,11124.5,1.05215,0.49431,0.87103,0.96472,0.94008,0.98125,0.70872,1.02365,0.44626,0.85871,0.005017,0.005017,0.005017
153,11197.6,1.07251,0.50356,0.87146,0.96532,0.94094,0.9815,0.70966,1.02118,0.4455,0.85815,0.004984,0.004984,0.004984
154,11270.9,1.05228,0.49498,0.86851,0.96506,0.94241,0.98166,0.71089,1.01844,0.44451,0.85774,0.004951,0.004951,0.004951
155,11344.4,1.06685,0.5005,0.86927,0.96621,0.94266,0.98163,0.71133,1.01647,0.44366,0.85722,0.004918,0.004918,0.004918
156,11418.8,1.05998,0.49795,0.87236,0.96712,0.9418,0.98168,0.71226,1.01397,0.44248,0.85679,0.004885,0.004885,0.004885
157,11491.4,1.05306,0.49391,0.87,0.96803,0.9418,0.98178,0.71296,1.01177,0.44144,0.85635,0.004852,0.004852,0.004852
158,11563.9,1.05036,0.49404,0.86806,0.9681,0.94151,0.9817,0.71403,1.00917,0.44025,0.85587,0.004819,0.004819,0.004819
159,11635.5,1.03986,0.48808,0.86546,0.96775,0.94123,0.9813,0.71468,1.00701,0.43923,0.85539,0.004786,0.004786,0.004786
160,11708.4,1.05024,0.49273,0.86886,0.96746,0.9418,0.98183,0.71638,1.00452,0.43804,0.855,0.004753,0.004753,0.004753
161,11781,1.03723,0.4881,0.86891,0.96708,0.94467,0.98212,0.71723,1.00184,0.43707,0.85463,0.00472,0.00472,0.00472
162,11853.9,1.04591,0.48758,0.86726,0.96686,0.94529,0.98225,0.71832,0.99975,0.43596,0.85423,0.004687,0.004687,0.004687
163,11926,1.03408,0.48874,0.86698,0.96657,0.94512,0.98232,0.71864,0.99737,0.4351,0.85374,0.004654,0.004654,0.004654
164,11998.4,1.04308,0.48813,0.86568,0.96746,0.94614,0.98251,0.71985,0.99488,0.4342,0.85332,0.004621,0.004621,0.004621
165,12072.4,1.03571,0.48722,0.86536,0.96824,0.94639,0.98259,0.72073,0.99219,0.43301,0.85295,0.004588,0.004588,0.004588
166,12144.8,1.02779,0.48118,0.86456,0.96858,0.94553,0.98272,0.72133,0.98995,0.43215,0.85258,0.004555,0.004555,0.004555
167,12218.1,1.02871,0.48302,0.86441,0.96866,0.94819,0.9828,0.72264,0.98727,0.43147,0.85209,0.004522,0.004522,0.004522
168,12290.6,1.04005,0.48411,0.87015,0.96979,0.94781,0.9829,0.72346,0.98501,0.43054,0.85172,0.004489,0.004489,0.004489
169,12363.2,1.02755,0.48284,0.86389,0.96863,0.94954,0.98301,0.72443,0.98298,0.42929,0.85129,0.004456,0.004456,0.004456
170,12435.6,1.02833,0.48401,0.86496,0.96837,0.94925,0.98284,0.72513,0.98028,0.42809,0.85085,0.004423,0.004423,0.004423
171,12507.6,1.03437,0.48744,0.86562,0.96862,0.94925,0.98303,0.72589,0.97802,0.42714,0.85044,0.00439,0.00439,0.00439
172,12580.6,1.02598,0.4824,0.86499,0.96895,0.94838,0.98312,0.72647,0.97537,0.42615,0.85009,0.004357,0.004357,0.004357
173,12652.4,1.01802,0.47883,0.86176,0.96927,0.94954,0.98317,0.72713,0.97347,0.42554,0.84964,0.004324,0.004324,0.004324
174,12726.1,1.0151,0.47993,0.86254,0.96926,0.94908,0.98324,0.72812,0.9712,0.42476,0.8493,0.004291,0.004291,0.004291
175,12800.3,1.01128,0.47521,0.86187,0.96867,0.95069,0.98333,0.72884,0.96892,0.42397,0.84879,0.004258,0.004258,0.004258
176,12873.9,1.00956,0.47412,0.86014,0.97019,0.95097,0.98345,0.72899,0.96593,0.42287,0.84835,0.004225,0.004225,0.004225
177,12948.6,1.01262,0.47489,0.85869,0.97169,0.95097,0.98382,0.73018,0.96375,0.42206,0.84789,0.004192,0.004192,0.004192
178,13022.4,1.00687,0.46971,0.86147,0.97215,0.95079,0.98397,0.73077,0.9614,0.42077,0.8476,0.004159,0.004159,0.004159
179,13096.1,1.00915,0.46938,0.85964,0.97216,0.95099,0.98408,0.73188,0.95897,0.41954,0.84716,0.004126,0.004126,0.004126
180,13170.2,0.98732,0.46361,0.85813,0.97176,0.95183,0.98415,0.73259,0.95647,0.41918,0.8468,0.004093,0.004093,0.004093
181,13243.8,0.99819,0.46986,0.85889,0.97331,0.95155,0.98411,0.73313,0.95415,0.41829,0.84642,0.00406,0.00406,0.00406
182,13318,0.99735,0.46941,0.85885,0.9733,0.95126,0.98423,0.73421,0.95164,0.41749,0.84591,0.004027,0.004027,0.004027
183,13391.9,0.99871,0.46761,0.86279,0.97331,0.95156,0.9844,0.7349,0.94908,0.4167,0.84547,0.003994,0.003994,0.003994
184,13465,0.99436,0.46582,0.85823,0.97387,0.95155,0.98443,0.73577,0.94631,0.4156,0.84508,0.003961,0.003961,0.003961
185,13542.4,0.99401,0.46383,0.85595,0.97521,0.9504,0.9845,0.73659,0.94396,0.4151,0.84472,0.003928,0.003928,0.003928
186,13616.6,0.99622,0.4673,0.8588,0.97471,0.95021,0.98453,0.73706,0.94152,0.414,0.84437,0.003895,0.003895,0.003895
187,13692.6,0.99071,0.46444,0.85911,0.97417,0.95141,0.98447,0.73751,0.93912,0.41359,0.84401,0.003862,0.003862,0.003862
188,13766,0.98587,0.45883,0.85686,0.97379,0.95183,0.98436,0.73911,0.93664,0.41246,0.84369,0.003829,0.003829,0.003829
